,Disaster Number,IH Program Declared,IA Program Declared,PA Program Declared,HM Program Declared,State ,Declaration Date,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Place Code,Declared County/Area,Declaration Request Number,Incident Duration Days,time
1654,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99067.0,Lafayette (County),17094.0,44 days 00:00:00.000000000,2017Q3
1655,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99069.0,Lake (County),17094.0,44 days 00:00:00.000000000,2017Q3
1656,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99071.0,Lee (County),17094.0,44 days 00:00:00.000000000,2017Q3
1657,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99073.0,Leon (County),17094.0,44 days 00:00:00.000000000,2017Q3
1658,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99075.0,Levy (County),17094.0,44 days 00:00:00.000000000,2017Q3
1659,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99077.0,Liberty (County),17094.0,44 days 00:00:00.000000000,2017Q3
1660,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99079.0,Madison (County),17094.0,44 days 00:00:00.000000000,2017Q3
1661,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99081.0,Manatee (County),17094.0,44 days 00:00:00.000000000,2017Q3
1662,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99083.0,Marion (County),17094.0,44 days 00:00:00.000000000,2017Q3
1663,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99085.0,Martin (County),17094.0,44 days 00:00:00.000000000,2017Q3
1664,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99086.0,Miami-Dade (County),17094.0,44 days 00:00:00.000000000,2017Q3
1665,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99087.0,Monroe (County),17094.0,44 days 00:00:00.000000000,2017Q3
1666,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99089.0,Nassau (County),17094.0,44 days 00:00:00.000000000,2017Q3
1667,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99091.0,Okaloosa (County),17094.0,44 days 00:00:00.000000000,2017Q3
1668,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99093.0,Okeechobee (County),17094.0,44 days 00:00:00.000000000,2017Q3
1669,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99095.0,Orange (County),17094.0,44 days 00:00:00.000000000,2017Q3
1670,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99097.0,Osceola (County),17094.0,44 days 00:00:00.000000000,2017Q3
1671,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99099.0,Palm Beach (County),17094.0,44 days 00:00:00.000000000,2017Q3
1672,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99101.0,Pasco (County),17094.0,44 days 00:00:00.000000000,2017Q3
1673,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99103.0,Pinellas (County),17094.0,44 days 00:00:00.000000000,2017Q3
1674,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99105.0,Polk (County),17094.0,44 days 00:00:00.000000000,2017Q3
1675,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99107.0,Putnam (County),17094.0,44 days 00:00:00.000000000,2017Q3
1676,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99109.0,St. Johns (County),17094.0,44 days 00:00:00.000000000,2017Q3
1677,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99111.0,St. Lucie (County),17094.0,44 days 00:00:00.000000000,2017Q3
1678,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99113.0,Santa Rosa (County),17094.0,44 days 00:00:00.000000000,2017Q3
1679,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99115.0,Sarasota (County),17094.0,44 days 00:00:00.000000000,2017Q3
1680,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99117.0,Seminole (County),17094.0,44 days 00:00:00.000000000,2017Q3
1681,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99119.0,Sumter (County),17094.0,44 days 00:00:00.000000000,2017Q3
1682,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99121.0,Suwannee (County),17094.0,44 days 00:00:00.000000000,2017Q3
1683,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99123.0,Taylor (County),17094.0,44 days 00:00:00.000000000,2017Q3
1684,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99125.0,Union (County),17094.0,44 days 00:00:00.000000000,2017Q3
1685,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99127.0,Volusia (County),17094.0,44 days 00:00:00.000000000,2017Q3
1686,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99129.0,Wakulla (County),17094.0,44 days 00:00:00.000000000,2017Q3
1687,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99131.0,Walton (County),17094.0,44 days 00:00:00.000000000,2017Q3
1688,3385.0,No,No,Yes,No,FL,9/5/2017,EM,Hurricane,HURRICANE IRMA,2017-09-04,2017-10-18,99133.0,Washington (County),17094.0,44 days 00:00:00.000000000,2017Q3
2544,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99007.0,Bradford (County),16100.0,16 days 00:00:00.000000000,2016Q4
2545,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99009.0,Brevard (County),16100.0,16 days 00:00:00.000000000,2016Q4
2546,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99011.0,Broward (County),16100.0,16 days 00:00:00.000000000,2016Q4
2547,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99019.0,Clay (County),16100.0,16 days 00:00:00.000000000,2016Q4
2548,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99031.0,Duval (County),16100.0,16 days 00:00:00.000000000,2016Q4
2549,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99035.0,Flagler (County),16100.0,16 days 00:00:00.000000000,2016Q4
2550,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99061.0,Indian River (County),16100.0,16 days 00:00:00.000000000,2016Q4
2551,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99069.0,Lake (County),16100.0,16 days 00:00:00.000000000,2016Q4
2552,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99085.0,Martin (County),16100.0,16 days 00:00:00.000000000,2016Q4
2553,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99089.0,Nassau (County),16100.0,16 days 00:00:00.000000000,2016Q4
2554,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99095.0,Orange (County),16100.0,16 days 00:00:00.000000000,2016Q4
2555,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99097.0,Osceola (County),16100.0,16 days 00:00:00.000000000,2016Q4
2556,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99099.0,Palm Beach (County),16100.0,16 days 00:00:00.000000000,2016Q4
2557,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99107.0,Putnam (County),16100.0,16 days 00:00:00.000000000,2016Q4
2558,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99109.0,St. Johns (County),16100.0,16 days 00:00:00.000000000,2016Q4
2559,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99111.0,St. Lucie (County),16100.0,16 days 00:00:00.000000000,2016Q4
2560,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99117.0,Seminole (County),16100.0,16 days 00:00:00.000000000,2016Q4
2561,4283.0,Yes,No,Yes,Yes,FL,10/8/2016,DR,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99127.0,Volusia (County),16100.0,16 days 00:00:00.000000000,2016Q4
2706,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99003.0,Baker (County),16098.0,16 days 00:00:00.000000000,2016Q4
2707,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99009.0,Brevard (County),16098.0,16 days 00:00:00.000000000,2016Q4
2708,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99011.0,Broward (County),16098.0,16 days 00:00:00.000000000,2016Q4
2709,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99017.0,Citrus (County),16098.0,16 days 00:00:00.000000000,2016Q4
2710,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99019.0,Clay (County),16098.0,16 days 00:00:00.000000000,2016Q4
2711,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99031.0,Duval (County),16098.0,16 days 00:00:00.000000000,2016Q4
2712,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99035.0,Flagler (County),16098.0,16 days 00:00:00.000000000,2016Q4
2713,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99043.0,Glades (County),16098.0,16 days 00:00:00.000000000,2016Q4
2714,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99051.0,Hendry (County),16098.0,16 days 00:00:00.000000000,2016Q4
2715,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99053.0,Hernando (County),16098.0,16 days 00:00:00.000000000,2016Q4
2716,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99055.0,Highlands (County),16098.0,16 days 00:00:00.000000000,2016Q4
2717,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99061.0,Indian River (County),16098.0,16 days 00:00:00.000000000,2016Q4
2718,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99069.0,Lake (County),16098.0,16 days 00:00:00.000000000,2016Q4
2719,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99083.0,Marion (County),16098.0,16 days 00:00:00.000000000,2016Q4
2720,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99085.0,Martin (County),16098.0,16 days 00:00:00.000000000,2016Q4
2721,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99086.0,Miami-Dade (County),16098.0,16 days 00:00:00.000000000,2016Q4
2722,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99087.0,Monroe (County),16098.0,16 days 00:00:00.000000000,2016Q4
2723,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99089.0,Nassau (County),16098.0,16 days 00:00:00.000000000,2016Q4
2724,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99093.0,Okeechobee (County),16098.0,16 days 00:00:00.000000000,2016Q4
2725,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99095.0,Orange (County),16098.0,16 days 00:00:00.000000000,2016Q4
2726,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99097.0,Osceola (County),16098.0,16 days 00:00:00.000000000,2016Q4
2727,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99099.0,Palm Beach (County),16098.0,16 days 00:00:00.000000000,2016Q4
2728,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99105.0,Polk (County),16098.0,16 days 00:00:00.000000000,2016Q4
2729,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99107.0,Putnam (County),16098.0,16 days 00:00:00.000000000,2016Q4
2730,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99109.0,St. Johns (County),16098.0,16 days 00:00:00.000000000,2016Q4
2731,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99111.0,St. Lucie (County),16098.0,16 days 00:00:00.000000000,2016Q4
2732,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99117.0,Seminole (County),16098.0,16 days 00:00:00.000000000,2016Q4
2733,3377.0,No,No,Yes,No,FL,10/6/2016,EM,Hurricane,HURRICANE MATTHEW,2016-10-03,2016-10-19,99127.0,Volusia (County),16098.0,16 days 00:00:00.000000000,2016Q4
2742,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99001.0,Alachua (County),16090.0,11 days 00:00:00.000000000,2016Q3
2743,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99003.0,Baker (County),16090.0,11 days 00:00:00.000000000,2016Q3
2744,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99017.0,Citrus (County),16090.0,11 days 00:00:00.000000000,2016Q3
2745,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99023.0,Columbia (County),16090.0,11 days 00:00:00.000000000,2016Q3
2746,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99029.0,Dixie (County),16090.0,11 days 00:00:00.000000000,2016Q3
2747,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99037.0,Franklin (County),16090.0,11 days 00:00:00.000000000,2016Q3
2748,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99039.0,Gadsden (County),16090.0,11 days 00:00:00.000000000,2016Q3
2749,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99041.0,Gilchrist (County),16090.0,11 days 00:00:00.000000000,2016Q3
2750,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99053.0,Hernando (County),16090.0,11 days 00:00:00.000000000,2016Q3
2751,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99057.0,Hillsborough (County),16090.0,11 days 00:00:00.000000000,2016Q3
2752,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99065.0,Jefferson (County),16090.0,11 days 00:00:00.000000000,2016Q3
2753,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99067.0,Lafayette (County),16090.0,11 days 00:00:00.000000000,2016Q3
2754,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99073.0,Leon (County),16090.0,11 days 00:00:00.000000000,2016Q3
2755,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99075.0,Levy (County),16090.0,11 days 00:00:00.000000000,2016Q3
2756,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99077.0,Liberty (County),16090.0,11 days 00:00:00.000000000,2016Q3
2757,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99079.0,Madison (County),16090.0,11 days 00:00:00.000000000,2016Q3
2758,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99081.0,Manatee (County),16090.0,11 days 00:00:00.000000000,2016Q3
2759,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99083.0,Marion (County),16090.0,11 days 00:00:00.000000000,2016Q3
2760,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99101.0,Pasco (County),16090.0,11 days 00:00:00.000000000,2016Q3
2761,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99103.0,Pinellas (County),16090.0,11 days 00:00:00.000000000,2016Q3
2762,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99115.0,Sarasota (County),16090.0,11 days 00:00:00.000000000,2016Q3
2763,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99119.0,Sumter (County),16090.0,11 days 00:00:00.000000000,2016Q3
2764,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99121.0,Suwannee (County),16090.0,11 days 00:00:00.000000000,2016Q3
2765,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99123.0,Taylor (County),16090.0,11 days 00:00:00.000000000,2016Q3
2766,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99125.0,Union (County),16090.0,11 days 00:00:00.000000000,2016Q3
2767,4280.0,Yes,No,Yes,Yes,FL,9/28/2016,DR,Hurricane,HURRICANE HERMINE,2016-08-31,2016-09-11,99129.0,Wakulla (County),16090.0,11 days 00:00:00.000000000,2016Q3
6367,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99005.0,Bay (County),12084.0,2 days 00:00:00.000000000,2012Q3
6368,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99021.0,Collier (County),12084.0,2 days 00:00:00.000000000,2012Q3
6369,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99033.0,Escambia (County),12084.0,2 days 00:00:00.000000000,2012Q3
6370,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99037.0,Franklin (County),12084.0,2 days 00:00:00.000000000,2012Q3
6371,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99043.0,Glades (County),12084.0,2 days 00:00:00.000000000,2012Q3
6372,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99045.0,Gulf (County),12084.0,2 days 00:00:00.000000000,2012Q3
6373,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99085.0,Martin (County),12084.0,2 days 00:00:00.000000000,2012Q3
6374,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99087.0,Monroe (County),12084.0,2 days 00:00:00.000000000,2012Q3
6375,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99091.0,Okaloosa (County),12084.0,2 days 00:00:00.000000000,2012Q3
6376,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99099.0,Palm Beach (County),12084.0,2 days 00:00:00.000000000,2012Q3
6377,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99111.0,St. Lucie (County),12084.0,2 days 00:00:00.000000000,2012Q3
6378,4084.0,No,No,Yes,Yes,FL,10/18/2012,DR,Hurricane,HURRICANE ISAAC,2012-08-27,2012-08-29,99113.0,Santa Rosa (County),12084.0,2 days 00:00:00.000000000,2012Q3
12797,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99005.0,Bay (County),8166.0,7 days 00:00:00.000000000,2008Q3
12798,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99033.0,Escambia (County),8166.0,7 days 00:00:00.000000000,2008Q3
12799,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99037.0,Franklin (County),8166.0,7 days 00:00:00.000000000,2008Q3
12800,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99045.0,Gulf (County),8166.0,7 days 00:00:00.000000000,2008Q3
12801,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99091.0,Okaloosa (County),8166.0,7 days 00:00:00.000000000,2008Q3
12802,1806.0,No,No,Yes,Yes,FL,10/27/2008,DR,Hurricane,HURRICANE GUSTAV,2008-08-31,2008-09-07,99113.0,Santa Rosa (County),8166.0,7 days 00:00:00.000000000,2008Q3
13221,3293.0,No,No,Yes,No,FL,9/7/2008,EM,Hurricane,HURRICANE IKE,2008-09-05,2008-09-12,99087.0,Monroe (County),8143.0,7 days 00:00:00.000000000,2008Q3
17688,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99009.0,Brevard (County),5150.0,26 days 00:00:00.000000000,2005Q4
17689,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99011.0,Broward (County),5150.0,26 days 00:00:00.000000000,2005Q4
17690,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99015.0,Charlotte (County),5150.0,26 days 00:00:00.000000000,2005Q4
17691,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99021.0,Collier (County),5150.0,26 days 00:00:00.000000000,2005Q4
17692,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99027.0,DeSoto (County),5150.0,26 days 00:00:00.000000000,2005Q4
17693,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99043.0,Glades (County),5150.0,26 days 00:00:00.000000000,2005Q4
17694,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99049.0,Hardee (County),5150.0,26 days 00:00:00.000000000,2005Q4
17695,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99051.0,Hendry (County),5150.0,26 days 00:00:00.000000000,2005Q4
17696,1609.0,Yes,Yes,Yes,Yes,FL,10/24/2005,DR,Hurricane,HURRICANE WILMA,2005-10-23,2005-11-18,99055.0,Highlands (County),5150.0,26 days 00:00:00.000000000,2005Q4
