time,Disaster Number,IH Program Declared,IA Program Declared,PA Program Declared,HM Program Declared,State ,Declaration Date,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Place Code,Declared County/Area,Declaration Request Number,Incident Duration Days,time_x,EarnBeg,EarnHirAS,EarnHirNS,EarnS,EarnSepS,Emp,EmpEnd,EmpS,EmpSpv,EmpTotal,FrmJbC,FrmJbCS,FrmJbGn,FrmJbGnS,FrmJbLs,FrmJbLsS,HirA,HirAEnd,HirAEndR,HirAEndRepl,HirAEndReplr,HirAs,Payroll,Unnamed: 0.1,county,county_codes,county_name,state,state_abv,time_y
2006-01-01,,,,,,,,,,,,,,,,,,2215.0,1518.0,1491.0,2391.0,1564.0,6583.0,6751.0,5868.0,5728.0,7818.0,166.0,140.0,349.0,271.0,184.0,131.0,1235.0,883.0,0.132,534.0,0.08,584.0,47681751.0,,133.0,12:133,Washington County,12.0,FL,2006-01-01
2006-04-01,,,,,,,,,,,,,,,,,,2725.0,1771.0,1765.0,3041.0,1938.0,128971.0,128553.0,110254.0,112410.0,157991.0,-155.0,-2042.0,5716.0,3125.0,5870.0,5167.0,29020.0,18299.0,0.142,12583.0,0.098,10476.0,1087927797.0,,1.0,12:1,Alachua County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2033.0,1640.0,1639.0,2265.0,1568.0,6334.0,6130.0,5253.0,5393.0,7844.0,-174.0,-118.0,250.0,183.0,424.0,301.0,1510.0,877.0,0.141,627.0,0.10099999999999999,537.0,44005536.0,,3.0,12:3,Baker County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2599.0,2072.0,1979.0,2953.0,1982.0,73834.0,75889.0,61105.0,60321.0,96480.0,1999.0,691.0,5862.0,3878.0,3863.0,3187.0,22646.0,14784.0,0.19699999999999998,8922.0,0.11900000000000001,8291.0,628773016.0,,5.0,12:5,Bay County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2396.0,1688.0,1680.0,2581.0,1838.0,7109.0,7091.0,6183.0,6247.0,8547.0,-17.0,-55.0,313.0,172.0,330.0,227.0,1438.0,908.0,0.128,595.0,0.084,556.0,55042021.0,,7.0,12:7,Bradford County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3243.0,2123.0,2123.0,3576.0,2247.0,198002.0,199937.0,171253.0,171681.0,241161.0,1996.0,-311.0,10436.0,6908.0,8440.0,7219.0,43159.0,28684.0,0.14400000000000002,18248.0,0.092,16875.0,2034979661.0,,9.0,12:9,Brevard County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3219.0,2447.0,2436.0,3570.0,2395.0,761213.0,770224.0,645569.0,645262.0,945668.0,9246.0,498.0,48538.0,32178.0,39291.0,31680.0,184456.0,124655.0,0.163,76117.0,0.099,76164.0,7912655563.0,,11.0,12:11,Broward County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2249.0,1725.0,1691.0,2469.0,1663.0,3031.0,3022.0,2602.0,2576.0,3729.0,-2.0,23.0,123.0,154.0,125.0,131.0,698.0,420.0,0.139,297.0,0.098,299.0,21612143.0,,13.0,12:13,Calhoun County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2131.0,1877.0,1731.0,2473.0,1715.0,65082.0,64354.0,51742.0,50898.0,85451.0,-717.0,752.0,3089.0,3242.0,3806.0,2490.0,20370.0,12612.0,0.195,9523.0,0.147,8671.0,488243261.0,,15.0,12:15,Charlotte County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2491.0,1867.0,1848.0,2774.0,1790.0,34147.0,34298.0,29062.0,28950.0,42307.0,169.0,136.0,1843.0,1453.0,1674.0,1317.0,8160.0,5236.0,0.153,3393.0,0.099,3320.0,274582726.0,,17.0,12:17,Citrus County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2360.0,1791.0,1804.0,2870.0,1808.0,48834.0,45902.0,37711.0,41301.0,61855.0,-3287.0,-3979.0,2923.0,1813.0,6210.0,5792.0,13021.0,8191.0,0.17300000000000001,5268.0,0.111,4478.0,370855292.0,,19.0,12:19,Clay County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3137.0,2794.0,2821.0,3628.0,2455.0,131734.0,125253.0,104748.0,106029.0,163131.0,-6634.0,-1675.0,7078.0,7795.0,13711.0,9470.0,31396.0,20505.0,0.16,13427.0,0.104,15986.0,1338440412.0,,21.0,12:21,Collier County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2328.0,1764.0,1761.0,2564.0,1667.0,20414.0,19197.0,15985.0,17281.0,25673.0,-1372.0,-1431.0,949.0,737.0,2321.0,2168.0,5260.0,3212.0,0.162,2263.0,0.114,1922.0,160863850.0,,23.0,12:23,Columbia County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2146.0,1779.0,1775.0,2558.0,1754.0,10045.0,8443.0,7228.0,8150.0,13559.0,-1485.0,-860.0,356.0,286.0,1841.0,1146.0,3514.0,1215.0,0.131,859.0,0.093,872.0,70076898.0,,27.0,12:27,DeSoto County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2263.0,1638.0,1659.0,2502.0,2139.0,2785.0,2741.0,2369.0,2385.0,3370.0,-46.0,-12.0,132.0,100.0,178.0,112.0,585.0,372.0,0.135,240.0,0.087,241.0,19683005.0,,29.0,12:29,Dixie County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3150.0,2302.0,2320.0,3512.0,2236.0,471896.0,477409.0,397585.0,399090.0,597796.0,5838.0,-1443.0,28255.0,17722.0,22417.0,19165.0,125900.0,79824.0,0.168,51569.0,0.109,45263.0,4813118246.0,,31.0,12:31,Duval County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2443.0,1853.0,1855.0,2779.0,1862.0,144997.0,147015.0,119319.0,120669.0,188298.0,1824.0,-1473.0,9097.0,4856.0,7274.0,6329.0,43300.0,27696.0,0.19,18599.0,0.127,14279.0,1151650801.0,,33.0,12:33,Escambia County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2502.0,1990.0,2011.0,2796.0,1814.0,18539.0,18612.0,15625.0,15415.0,23079.0,82.0,213.0,1116.0,999.0,1035.0,786.0,4540.0,2987.0,0.161,1871.0,0.10099999999999999,2023.0,146679265.0,,35.0,12:35,Flagler County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2297.0,2108.0,2197.0,2574.0,1814.0,3705.0,3726.0,3032.0,2994.0,4800.0,45.0,47.0,313.0,218.0,267.0,171.0,1096.0,694.0,0.187,381.0,0.10300000000000001,396.0,27981754.0,,37.0,12:37,Franklin County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2268.0,1723.0,1741.0,2541.0,1777.0,15220.0,15214.0,12648.0,12890.0,19717.0,-19.0,-252.0,1037.0,371.0,1056.0,623.0,4496.0,2566.0,0.16899999999999998,1529.0,0.1,1231.0,111800726.0,,39.0,12:39,Gadsden County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2312.0,1588.0,1607.0,2509.0,1874.0,3123.0,3218.0,2743.0,2717.0,3832.0,91.0,29.0,217.0,117.0,126.0,87.0,709.0,475.0,0.15,258.0,0.081,261.0,23012285.0,,41.0,12:41,Gilchrist County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2222.0,1885.0,1862.0,2614.0,1955.0,1480.0,1293.0,1118.0,1234.0,1804.0,-206.0,-129.0,68.0,49.0,275.0,178.0,323.0,175.0,0.126,107.0,0.077,113.0,11047499.0,,43.0,12:43,Glades County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2295.0,1480.0,1529.0,2502.0,1575.0,3786.0,3783.0,3248.0,3196.0,4633.0,0.0,56.0,217.0,191.0,217.0,135.0,848.0,535.0,0.141,318.0,0.084,377.0,28203125.0,,45.0,12:45,Gulf County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3257.0,3173.0,3525.0,3439.0,1786.0,3350.0,3334.0,3032.0,3035.0,3772.0,-16.0,4.0,95.0,96.0,110.0,92.0,422.0,302.0,0.08999999999999997,207.0,0.062,221.0,33574456.0,,47.0,12:47,Hamilton County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2087.0,2638.0,1610.0,2528.0,1721.0,8367.0,7460.0,6286.0,5899.0,10983.0,-958.0,262.0,371.0,998.0,1329.0,736.0,2616.0,1174.0,0.14800000000000002,803.0,0.10099999999999999,1559.0,58526066.0,,49.0,12:49,Hardee County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2280.0,1731.0,1768.0,2786.0,1814.0,12519.0,11065.0,9033.0,10032.0,16166.0,-1453.0,-1008.0,825.0,355.0,2278.0,1363.0,3646.0,2032.0,0.172,1207.0,0.102,1137.0,93880165.0,,51.0,12:51,Hendry County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2262.0,1679.0,1669.0,2524.0,1609.0,39592.0,38313.0,32486.0,33485.0,48907.0,-1427.0,-1143.0,1680.0,1489.0,3107.0,2632.0,9315.0,5827.0,0.15,4147.0,0.106,3746.0,296668121.0,,53.0,12:53,Hernando County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2066.0,1707.0,1721.0,2469.0,1718.0,29445.0,25901.0,21774.0,23818.0,37503.0,-3595.0,-2101.0,1121.0,1123.0,4716.0,3225.0,8058.0,4127.0,0.149,3006.0,0.109,2828.0,203522434.0,,55.0,12:55,Highlands County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3068.0,2353.0,2365.0,3454.0,2261.0,657721.0,657672.0,549550.0,552916.0,839218.0,-439.0,-3465.0,33231.0,23970.0,33670.0,27435.0,181496.0,108122.0,0.16399999999999998,74891.0,0.114,65197.0,6659048168.0,,57.0,12:57,Hillsborough County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2111.0,1497.0,1486.0,2312.0,1618.0,3601.0,3610.0,3109.0,3101.0,4335.0,11.0,15.0,161.0,127.0,150.0,112.0,735.0,501.0,0.139,340.0,0.094,312.0,23857094.0,,59.0,12:59,Holmes County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2710.0,2045.0,2049.0,3109.0,2007.0,48422.0,46520.0,39208.0,40806.0,59534.0,-1882.0,-1626.0,2609.0,1916.0,4490.0,3542.0,11111.0,7312.0,0.154,4703.0,0.099,4554.0,421325427.0,,61.0,12:61,Indian River County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2258.0,1723.0,1748.0,2474.0,1825.0,14512.0,14462.0,12342.0,12695.0,17863.0,-104.0,-391.0,600.0,360.0,704.0,751.0,3350.0,2120.0,0.146,1520.0,0.105,1092.0,104632227.0,,63.0,12:63,Jackson County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2108.0,1574.0,1614.0,2278.0,1604.0,2485.0,2519.0,2159.0,2161.0,3021.0,31.0,-5.0,149.0,94.0,118.0,99.0,536.0,360.0,0.14400000000000002,211.0,0.084,216.0,17281209.0,,65.0,12:65,Jefferson County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,1999.0,1418.0,1403.0,2169.0,1610.0,1651.0,1664.0,1443.0,1447.0,2090.0,4.0,-7.0,79.0,58.0,75.0,65.0,438.0,221.0,0.133,142.0,0.086,137.0,10913098.0,,67.0,12:67,Lafayette County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2555.0,2007.0,2003.0,2835.0,2022.0,83049.0,83340.0,70298.0,69999.0,102893.0,262.0,265.0,4343.0,3481.0,4081.0,3217.0,19845.0,13042.0,0.157,8699.0,0.105,8553.0,693720575.0,,69.0,12:69,Lake County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2800.0,2324.0,2233.0,3214.0,2214.0,244966.0,240095.0,197010.0,196594.0,314608.0,-4684.0,306.0,11942.0,10897.0,16626.0,10591.0,69642.0,43085.0,0.17800000000000002,31143.0,0.128,29244.0,2249056567.0,,71.0,12:71,Lee County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2776.0,1981.0,1958.0,3104.0,1926.0,148497.0,154076.0,125398.0,128091.0,189717.0,4630.0,-2903.0,12702.0,4393.0,8072.0,7296.0,41220.0,28678.0,0.19,15976.0,0.106,12833.0,1384542677.0,,73.0,12:73,Leon County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2239.0,1656.0,1666.0,2485.0,1733.0,8428.0,8354.0,7059.0,7154.0,10418.0,-105.0,-85.0,549.0,343.0,654.0,428.0,1990.0,1295.0,0.154,746.0,0.08899999999999998,763.0,61490672.0,,75.0,12:75,Levy County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2555.0,2099.0,2169.0,2719.0,2004.0,2476.0,2537.0,2221.0,2200.0,2925.0,62.0,21.0,111.0,61.0,49.0,40.0,449.0,316.0,0.126,205.0,0.08199999999999999,199.0,20411310.0,,77.0,12:77,Liberty County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2144.0,1673.0,1693.0,2343.0,1803.0,4781.0,4900.0,4136.0,4107.0,5946.0,130.0,27.0,316.0,160.0,185.0,133.0,1165.0,764.0,0.158,448.0,0.093,426.0,33628679.0,,79.0,12:79,Madison County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2690.0,2200.0,2205.0,3085.0,2171.0,183262.0,179614.0,147371.0,148097.0,236392.0,-3811.0,-898.0,6790.0,5830.0,10601.0,6728.0,53130.0,32243.0,0.17800000000000002,25453.0,0.14,21029.0,1582609517.0,,81.0,12:81,Manatee County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2531.0,1926.0,1914.0,2826.0,1868.0,98274.0,99570.0,82716.0,82657.0,124921.0,1363.0,70.0,6158.0,3975.0,4795.0,3905.0,26647.0,16854.0,0.17,10696.0,0.108,9798.0,816207889.0,,83.0,12:83,Marion County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2835.0,2124.0,2080.0,3192.0,2025.0,58155.0,57943.0,48650.0,49410.0,72563.0,-183.0,-795.0,3661.0,2319.0,3844.0,3114.0,14408.0,9293.0,0.16,5632.0,0.09699999999999999,5546.0,537753017.0,,85.0,12:85,Martin County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3247.0,2559.0,2366.0,3552.0,2331.0,1006522.0,1011441.0,869894.0,864767.0,1217173.0,5491.0,4666.0,55124.0,44868.0,49633.0,40202.0,210652.0,141547.0,0.14,86423.0,0.086,96356.0,10515370016.0,,86.0,12:86,Miami-Dade County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2681.0,2255.0,2253.0,3039.0,2143.0,31062.0,30105.0,25094.0,25837.0,38556.0,-1014.0,-767.0,1780.0,1474.0,2794.0,2242.0,7494.0,5011.0,0.16399999999999998,3231.0,0.106,3123.0,273269342.0,,87.0,12:87,Monroe County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2528.0,1823.0,1791.0,2850.0,1835.0,16290.0,16449.0,13550.0,13563.0,20866.0,171.0,12.0,1052.0,707.0,881.0,695.0,4576.0,2899.0,0.177,1847.0,0.113,1584.0,134681365.0,,89.0,12:89,Nassau County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2610.0,2008.0,2051.0,2967.0,1870.0,81436.0,84052.0,66356.0,67071.0,108262.0,2738.0,-730.0,7180.0,3603.0,4441.0,4333.0,26825.0,17696.0,0.214,10516.0,0.127,8898.0,698440636.0,,91.0,12:91,Okaloosa County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2330.0,1817.0,1814.0,2598.0,1769.0,10265.0,10141.0,8545.0,8661.0,12686.0,-122.0,-125.0,596.0,416.0,718.0,541.0,2421.0,1596.0,0.156,1000.0,0.098,999.0,78827432.0,,93.0,12:93,Okeechobee County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3037.0,2374.0,2293.0,3438.0,2448.0,724123.0,718874.0,600572.0,585771.0,907743.0,-8124.0,16035.0,37709.0,53297.0,45832.0,37262.0,183619.0,118302.0,0.16399999999999998,80593.0,0.112,93368.0,7129867104.0,,95.0,12:95,Orange County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2612.0,1986.0,1950.0,2915.0,1934.0,74079.0,74683.0,62303.0,61875.0,92756.0,622.0,346.0,3872.0,2937.0,3251.0,2591.0,18677.0,12380.0,0.166,8508.0,0.114,7828.0,616495186.0,,97.0,12:97,Osceola County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3304.0,2523.0,2514.0,3712.0,2460.0,550791.0,554686.0,459091.0,462032.0,692255.0,2435.0,-3592.0,41026.0,25493.0,38591.0,29086.0,141465.0,95595.0,0.17300000000000001,54569.0,0.099,56882.0,5979448673.0,,99.0,12:99,Palm Beach County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2509.0,2009.0,1885.0,2809.0,1921.0,99146.0,99075.0,83525.0,83925.0,124962.0,-186.0,-510.0,4997.0,3695.0,5183.0,4205.0,25816.0,15550.0,0.157,10553.0,0.106,9546.0,823581331.0,,101.0,12:101,Pasco County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2915.0,2250.0,2214.0,3281.0,2160.0,505845.0,502393.0,420384.0,418137.0,643396.0,-3493.0,1295.0,25881.0,22107.0,29374.0,20813.0,137551.0,82009.0,0.163,56128.0,0.111,53457.0,4718501516.0,,103.0,12:103,Pinellas County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2660.0,2056.0,2034.0,2969.0,2415.0,210372.0,212113.0,178163.0,179823.0,264771.0,1341.0,-1745.0,13139.0,7004.0,11798.0,8750.0,54400.0,33950.0,0.161,20811.0,0.099,18723.0,1822949981.0,,105.0,12:105,Polk County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2555.0,2064.0,2046.0,2738.0,2135.0,19936.0,19554.0,16646.0,17016.0,25311.0,-449.0,-438.0,1107.0,810.0,1556.0,1247.0,5375.0,2908.0,0.147,1801.0,0.091,1822.0,167322701.0,,107.0,12:107,Putnam County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2475.0,2637.0,2023.0,2977.0,1960.0,58262.0,55552.0,45706.0,44842.0,75652.0,-3098.0,67.0,3778.0,5998.0,6876.0,5931.0,17389.0,9846.0,0.17300000000000001,6068.0,0.107,9511.0,495937892.0,,109.0,12:109,St. Johns County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2751.0,2035.0,2024.0,3102.0,2056.0,71075.0,68785.0,58951.0,59829.0,86226.0,-2323.0,-958.0,3146.0,2911.0,5469.0,3870.0,15151.0,9834.0,0.141,6688.0,0.096,6948.0,620437167.0,,111.0,12:111,St. Lucie County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2586.0,1930.0,1944.0,2918.0,1818.0,34013.0,34262.0,27973.0,28441.0,45256.0,281.0,-431.0,2232.0,1306.0,1951.0,1737.0,11244.0,6289.0,0.184,4057.0,0.11900000000000001,3315.0,301271566.0,,113.0,12:113,Santa Rosa County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2925.0,2275.0,2239.0,3284.0,2186.0,152033.0,150901.0,127136.0,127417.0,189495.0,-1163.0,-321.0,8123.0,6594.0,9286.0,6916.0,37462.0,23765.0,0.157,15642.0,0.10300000000000001,15602.0,1442369091.0,,115.0,12:115,Sarasota County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,3035.0,2479.0,2445.0,3413.0,2243.0,184864.0,186673.0,154526.0,153956.0,233431.0,1789.0,476.0,11397.0,8079.0,9608.0,7602.0,48568.0,32147.0,0.17300000000000001,20750.0,0.112,19447.0,1829322336.0,,117.0,12:117,Seminole County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2278.0,1820.0,1839.0,2556.0,1808.0,15332.0,15247.0,12827.0,12780.0,19142.0,-94.0,42.0,722.0,584.0,816.0,542.0,3810.0,2420.0,0.158,1698.0,0.111,1627.0,117098694.0,,119.0,12:119,Sumter County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2193.0,1697.0,1669.0,2421.0,1685.0,10434.0,10634.0,8962.0,8855.0,13673.0,172.0,99.0,637.0,522.0,465.0,423.0,3239.0,1672.0,0.159,1035.0,0.098,972.0,74088678.0,,121.0,12:121,Suwannee County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2662.0,1741.0,1765.0,2897.0,1845.0,6721.0,6794.0,5926.0,5928.0,8078.0,78.0,9.0,376.0,239.0,298.0,231.0,1357.0,868.0,0.128,492.0,0.07299999999999998,508.0,56320629.0,,123.0,12:123,Taylor County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2332.0,1847.0,1882.0,2499.0,2267.0,4190.0,4094.0,3736.0,3815.0,4713.0,-88.0,-68.0,69.0,53.0,157.0,121.0,523.0,358.0,0.086,289.0,0.07,246.0,31168174.0,,125.0,12:125,Union County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2476.0,1818.0,1820.0,2761.0,1816.0,163300.0,164777.0,138019.0,138507.0,204626.0,1302.0,-574.0,9690.0,6335.0,8388.0,6909.0,41326.0,26758.0,0.163,17068.0,0.104,15606.0,1323963453.0,,127.0,12:127,Volusia County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2412.0,1717.0,1718.0,2670.0,1588.0,4792.0,4877.0,4103.0,4073.0,5978.0,69.0,15.0,359.0,250.0,289.0,234.0,1186.0,774.0,0.16,415.0,0.086,448.0,38399096.0,,129.0,12:129,Wakulla County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2464.0,1997.0,2051.0,2777.0,1999.0,20592.0,22398.0,16954.0,16498.0,28468.0,1750.0,425.0,2620.0,1263.0,870.0,838.0,7876.0,5444.0,0.253,2824.0,0.131,2631.0,170680209.0,,131.0,12:131,Walton County,12.0,FL,2006-04-01
2006-04-01,,,,,,,,,,,,,,,,,,2171.0,1501.0,1501.0,2377.0,1560.0,6711.0,6649.0,5732.0,5849.0,8150.0,-49.0,-111.0,311.0,200.0,361.0,311.0,1439.0,917.0,0.13699999999999998,606.0,0.091,524.0,47346824.0,,133.0,12:133,Washington County,12.0,FL,2006-04-01
2006-07-01,,,,,,,,,,,,,,,,,,2839.0,1677.0,1696.0,3160.0,1693.0,121944.0,122597.0,103270.0,104407.0,150854.0,377.0,-1214.0,6387.0,3908.0,6010.0,5122.0,28911.0,19327.0,0.158,12940.0,0.106,10615.0,1089455109.0,,1.0,12:1,Alachua County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2045.0,1468.0,1482.0,2269.0,1548.0,6045.0,6040.0,5146.0,5185.0,7433.0,1.0,-41.0,281.0,159.0,280.0,200.0,1389.0,894.0,0.14800000000000002,613.0,0.10099999999999999,482.0,42394770.0,,3.0,12:3,Baker County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2441.0,2046.0,2030.0,2814.0,2004.0,73933.0,71143.0,59260.0,59222.0,93586.0,-2709.0,105.0,3534.0,3627.0,6243.0,3522.0,19653.0,11883.0,0.16399999999999998,8349.0,0.115,8028.0,588486730.0,,5.0,12:5,Bay County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2391.0,1808.0,1841.0,2619.0,1716.0,6879.0,6928.0,5965.0,5978.0,8392.0,35.0,-19.0,287.0,196.0,251.0,216.0,1513.0,963.0,0.139,676.0,0.098,554.0,54031255.0,,7.0,12:7,Bradford County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,3054.0,2011.0,2006.0,3382.0,2236.0,197276.0,196282.0,169479.0,169309.0,240934.0,-1300.0,95.0,9643.0,7511.0,10943.0,7416.0,43658.0,26803.0,0.136,17160.0,0.087,17077.0,1937038119.0,,9.0,12:9,Brevard County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,3151.0,2422.0,2311.0,3498.0,2451.0,751266.0,750535.0,638267.0,628742.0,919692.0,-1164.0,9431.0,38075.0,36608.0,39239.0,27177.0,168425.0,112268.0,0.15,74193.0,0.099,79135.0,7624417590.0,,11.0,12:11,Broward County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2065.0,1565.0,1564.0,2284.0,1652.0,2883.0,2872.0,2468.0,2475.0,3509.0,-11.0,-2.0,97.0,82.0,108.0,84.0,626.0,404.0,0.14,307.0,0.107,235.0,19238549.0,,13.0,12:13,Calhoun County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2135.0,1730.0,1695.0,2474.0,1720.0,62690.0,61495.0,50279.0,50389.0,80513.0,-1226.0,-107.0,2978.0,2704.0,4204.0,2811.0,17824.0,11216.0,0.18100000000000002,8238.0,0.133,7269.0,468238338.0,,15.0,12:15,Charlotte County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2510.0,1768.0,1786.0,2803.0,1901.0,33070.0,33050.0,28149.0,28017.0,40484.0,-15.0,97.0,1740.0,1306.0,1755.0,1209.0,7414.0,4901.0,0.14800000000000002,3161.0,0.096,3123.0,264189939.0,,17.0,12:17,Citrus County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2339.0,1772.0,1765.0,2668.0,1857.0,43893.0,44049.0,35936.0,35876.0,56599.0,136.0,95.0,2966.0,1932.0,2831.0,1836.0,12706.0,8113.0,0.185,5147.0,0.11699999999999999,4566.0,332222620.0,,19.0,12:19,Clay County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2961.0,2289.0,2293.0,3295.0,2267.0,120915.0,120254.0,101359.0,101040.0,149526.0,-713.0,344.0,6950.0,5736.0,7663.0,5392.0,28611.0,18895.0,0.157,11945.0,0.099,12672.0,1173550308.0,,21.0,12:21,Collier County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2309.0,1739.0,1733.0,2621.0,1734.0,19035.0,19154.0,15836.0,15863.0,24130.0,128.0,-32.0,1055.0,730.0,927.0,761.0,5095.0,3318.0,0.174,2263.0,0.11900000000000001,1898.0,146895697.0,,23.0,12:23,Columbia County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2140.0,1770.0,1762.0,2442.0,1579.0,7922.0,7693.0,6552.0,6774.0,9669.0,-242.0,-211.0,399.0,291.0,641.0,501.0,1747.0,1141.0,0.146,742.0,0.095,717.0,55212738.0,,27.0,12:27,DeSoto County,12.0,FL,2006-07-01
2006-07-01,,,,,,,,,,,,,,,,,,2183.0,1602.0,1557.0,2357.0,1614.0,2626.0,2624.0,2279.0,2244.0,3222.0,-5.0,32.0,103.0,127.0,108.0,96.0,596.0,345.0,0.131,242.0,0.092,262.0,17884528.0,,29.0,12:29,Dixie County,12.0,FL,2006-07-01
