State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Texas,6/8/19,"15,186",6/1/19,"117,425","12,017,875",0.98
Texas,6/15/19,"15,081",6/8/19,"120,357","12,017,875",1
Texas,6/22/19,"14,494",6/15/19,"127,130","12,017,875",1.06
Texas,6/29/19,"13,655",6/22/19,"124,259","12,017,875",1.03
Texas,7/6/19,"11,598",6/29/19,"123,852","12,017,875",1.03
Texas,7/13/19,"16,144",7/6/19,"128,079","12,099,046",1.06
Texas,7/20/19,"12,958",7/13/19,"128,199","12,099,046",1.06
Texas,7/27/19,"12,265",7/20/19,"129,557","12,099,046",1.07
Texas,8/3/19,"12,915",7/27/19,"127,475","12,099,046",1.05
Texas,8/10/19,"12,816",8/3/19,"124,234","12,099,046",1.03
Texas,8/17/19,"11,694",8/10/19,"123,607","12,099,046",1.02
Texas,8/24/19,"12,619",8/17/19,"123,914","12,099,046",1.02
Texas,8/31/19,"13,048",8/24/19,"118,901","12,099,046",0.98
Texas,9/7/19,"11,500",8/31/19,"116,035","12,099,046",0.96
Texas,9/14/19,"12,273",9/7/19,"115,892","12,099,046",0.96
Texas,9/21/19,"12,440",9/14/19,"115,497","12,099,046",0.95
Texas,9/28/19,"12,691",9/21/19,"111,924","12,099,046",0.93
Texas,10/5/19,"14,146",9/28/19,"113,493","12,099,046",0.94
Texas,10/12/19,"14,342",10/5/19,"107,905","12,168,097",0.89
Texas,10/19/19,"13,058",10/12/19,"113,394","12,168,097",0.93
Texas,10/26/19,"13,183",10/19/19,"111,596","12,168,097",0.92
Texas,11/2/19,"13,861",10/26/19,"114,549","12,168,097",0.94
Texas,11/9/19,"16,393",11/2/19,"111,391","12,168,097",0.92
Texas,11/16/19,"14,335",11/9/19,"112,751","12,168,097",0.93
Texas,11/23/19,"16,139",11/16/19,"120,254","12,168,097",0.99
Texas,11/30/19,"10,359",11/23/19,"115,092","12,168,097",0.95
Texas,12/7/19,"20,649",11/30/19,"135,760","12,168,097",1.12
Texas,12/14/19,"15,037",12/7/19,"122,185","12,168,097",1
Texas,12/21/19,"12,589",12/14/19,"133,899","12,168,097",1.1
Texas,12/28/19,"8,947",12/21/19,"119,380","12,168,097",0.98
